user_id,age,subscription_type
1664,57,Premium
1665,59,Premium
1666,18,Basic
1667,18,Premium
1668,38,Premium
1669,20,Basic
1670,59,Premium
1671,50,Premium
1672,23,Basic
1673,26,Basic
1674,34,Premium
1675,33,Basic
1676,18,Basic
1677,24,Basic
1678,29,Basic
1679,51,Premium
1680,27,Basic
1681,18,Basic
1682,36,Premium
1683,18,Basic
1684,46,Premium
1685,44,Premium
1686,34,Premium
1687,18,Basic
1688,59,Premium
1689,18,Basic
1690,31,Basic
1691,43,Premium
1692,29,Basic
1693,20,Basic
1694,25,Premium
1695,27,Basic
1696,48,Premium
1697,30,Basic
1698,30,Premium
1699,46,Premium
1700,18,Basic
1701,32,Basic
1702,18,Basic
1703,41,Premium
1704,53,Premium
1705,40,Premium
1706,48,Basic
1707,28,Premium
1708,56,Premium
1709,33,Basic
1710,44,Premium
1711,19,Basic
1712,48,Basic
1713,46,Premium
1714,55,Premium
1715,46,Basic
1716,31,Basic
1717,35,Premium
1718,18,Basic
1719,43,Premium
1720,42,Basic
1721,46,Premium
1722,39,Premium
1723,24,Basic
1724,64,Premium
1725,22,Basic
1726,18,Basic
1727,52,Premium
1728,18,Basic
1729,52,Premium
1730,28,Basic
1731,38,Premium
1732,47,Premium
1733,23,Basic
1734,30,Basic
1735,48,Premium
1736,67,Premium
1737,35,Premium
1738,22,Basic
1739,40,Premium
1740,22,Basic
1741,32,Basic
1742,47,Premium
1743,45,Premium
1744,63,Premium
1745,18,Basic
1746,38,Basic
1747,34,Basic
1748,59,Premium
1749,35,Premium
1750,36,Premium
1751,39,Premium
1752,27,Basic
1753,62,Premium
1754,45,Premium
1755,18,Basic
1756,19,Basic
1757,41,Premium
1758,44,Premium
1759,37,Premium
1760,18,Basic
1761,45,Premium
1762,47,Premium
1763,26,Premium
1764,38,Premium
1765,43,Premium
1766,37,Premium
1767,18,Basic
1768,18,Basic
1769,30,Basic
1770,70,Premium
1771,18,Basic
1772,18,Basic
1773,67,Basic
1774,45,Premium
1775,34,Premium
1776,37,Premium
1777,21,Basic
1778,43,Basic
1779,26,Premium
1780,29,Basic
1781,41,Premium
1782,70,Premium
1783,55,Premium
1784,40,Premium
1785,34,Basic
1786,32,Premium
1787,18,Basic
1788,36,Premium
1789,52,Premium
1790,56,Premium
1791,36,Premium
1792,41,Basic
1793,24,Basic
1794,28,Premium
1795,74,Premium
1796,39,Basic
1797,42,Basic
1798,18,Basic
1799,46,Premium
1800,24,Basic
1801,33,Basic
1802,33,Premium
1803,18,Basic
1804,55,Premium
1805,21,Basic
1806,56,Premium
1807,18,Basic
1808,24,Basic
1809,39,Premium
1810,19,Basic
1811,28,Basic
1812,27,Basic
1813,46,Premium
1814,18,Basic
1815,25,Basic
1816,42,Basic
1817,55,Premium
1818,46,Premium
1819,26,Basic
1820,18,Basic
1821,58,Premium
1822,32,Basic
1823,34,Basic
1824,18,Basic
1825,63,Premium
1826,41,Premium
1827,33,Premium
1828,24,Basic
1829,49,Premium
1830,52,Premium
1831,53,Premium
1832,23,Basic
1833,23,Basic
1834,26,Basic
1835,24,Basic
1836,46,Premium
1837,39,Basic
1838,48,Premium
1839,77,Premium
1840,56,Premium
1841,58,Basic
1842,49,Basic
1843,31,Premium
1844,18,Basic
1845,42,Premium
1846,69,Premium
1847,36,Premium
1848,26,Basic
1849,60,Premium
1850,31,Basic
1851,39,Premium
1852,31,Basic
1853,36,Premium
1854,42,Premium
1855,29,Basic
1856,47,Premium
1857,23,Basic
1858,18,Basic
1859,42,Premium
1860,33,Basic
1861,18,Basic
1862,61,Basic
1863,42,Premium
1864,36,Basic
1865,50,Premium
1866,66,Premium
1867,37,Premium
1868,36,Premium
1869,26,Basic
1870,50,Premium
1871,47,Premium
1872,29,Premium
1873,43,Premium
1874,18,Premium
1875,18,Basic
1876,57,Premium
1877,18,Premium
1878,32,Basic
1879,59,Premium
1880,55,Basic
1881,26,Basic
1882,57,Premium
1883,50,Premium
1884,24,Premium
1885,37,Premium
1886,36,Premium
1887,18,Basic
1888,18,Basic
1889,38,Basic
1890,35,Premium
1891,36,Premium
1892,51,Basic
1893,29,Premium
1894,40,Premium
1895,47,Basic
1896,41,Premium
1897,34,Premium
1898,30,Premium
1899,21,Basic
1900,29,Basic
1901,38,Premium
1902,36,Premium
1903,25,Basic
1904,18,Basic
1905,44,Premium
1906,43,Premium
1907,21,Basic
1908,29,Premium
1909,49,Basic
1910,18,Basic
1911,20,Basic
1912,22,Basic
1913,57,Premium
1914,27,Basic
1915,43,Premium
1916,61,Premium
1917,20,Basic
1918,48,Basic
1919,21,Basic
1920,34,Basic
1921,35,Premium
1922,18,Basic
1923,28,Basic
1924,38,Premium
1925,30,Basic
1926,22,Basic
1927,24,Basic
1928,62,Basic
1929,26,Basic
1930,50,Premium
1931,46,Basic
1932,41,Basic
1933,23,Basic
1934,26,Premium
1935,19,Basic
1936,29,Basic
1937,18,Basic
1938,26,Basic
1939,48,Premium
1940,26,Basic
1941,18,Basic
1942,36,Premium
1943,43,Premium
1944,35,Premium
1945,49,Premium
1946,59,Premium
1947,65,Premium
1948,26,Basic
1949,64,Premium
1950,27,Basic
1951,34,Basic
1952,36,Premium
1953,38,Premium
1954,46,Premium
1955,47,Premium
1956,42,Premium
1957,58,Premium
1958,36,Basic
1959,40,Premium
1960,39,Premium
1961,39,Premium
1962,23,Basic
1963,33,Premium
1964,70,Premium
1965,42,Premium
1966,48,Premium
1967,73,Premium
1968,34,Premium
1969,85,Premium
1970,22,Basic
1971,45,Premium
1972,38,Premium
1973,51,Premium
1974,22,Basic
1975,34,Basic
1976,25,Basic
1977,25,Basic
1978,29,Basic
1979,41,Basic
1980,31,Basic
1981,53,Premium
1982,18,Basic
1983,48,Basic
1984,28,Basic
1985,21,Basic
1986,18,Basic
1987,42,Premium
1988,35,Basic
1989,67,Basic
1990,37,Premium
1991,45,Premium
1992,18,Basic
1993,39,Premium
1994,57,Premium
1995,20,Basic
1996,52,Basic
1997,46,Premium
1998,40,Premium
1999,20,Basic
2000,51,Premium
2001,42,Premium
2002,24,Basic
2003,33,Premium
2004,19,Basic
2005,21,Basic
2006,25,Basic
2007,68,Premium
2008,46,Premium
2009,51,Basic
2010,46,Premium
2011,18,Basic
2012,38,Basic
2013,19,Basic
2014,43,Basic
2015,18,Basic
2016,27,Premium
2017,34,Premium
2018,22,Premium
2019,18,Basic
2020,55,Premium
2021,48,Premium
2022,54,Basic
2023,44,Premium
2024,18,Basic
2025,18,Premium
2026,25,Basic
2027,18,Basic
2028,43,Premium
2029,19,Basic
2030,25,Basic
2031,32,Basic
2032,18,Premium
2033,30,Basic
2034,30,Premium
2035,18,Basic
2036,18,Basic
2037,32,Premium
2038,65,Premium
2039,61,Premium
2040,50,Premium
2041,57,Premium
2042,18,Basic
2043,36,Premium
2044,55,Premium
2045,18,Basic
2046,19,Basic
2047,50,Premium
2048,28,Basic
2049,56,Premium
2050,71,Premium
2051,49,Premium
2052,57,Premium
2053,34,Basic
2054,40,Premium
2055,29,Basic
2056,25,Basic
2057,40,Basic
2058,38,Basic
2059,26,Basic
2060,37,Premium
2061,18,Basic
2062,36,Premium
2063,34,Basic
2064,39,Premium
2065,53,Premium
2066,36,Premium
2067,52,Premium
2068,18,Basic
2069,31,Premium
2070,39,Premium
2071,52,Premium
2072,46,Basic
2073,61,Premium
2074,67,Premium
2075,53,Premium
2076,30,Basic
2077,35,Basic
2078,58,Premium
2079,26,Basic
2080,54,Premium
2081,46,Premium
2082,41,Premium
2083,33,Basic
2084,33,Basic
2085,50,Premium
2086,66,Premium
2087,18,Basic
2088,18,Basic
2089,39,Premium
2090,45,Basic
2091,31,Basic
2092,37,Premium
2093,18,Basic
2094,59,Premium
2095,38,Premium
2096,54,Premium
2097,35,Premium
2098,18,Basic
2099,57,Premium
2100,27,Basic
2101,47,Premium
2102,18,Basic
2103,44,Basic
2104,49,Premium
2105,59,Premium
2106,46,Premium
2107,38,Premium
2108,28,Basic
2109,30,Basic
2110,20,Basic
2111,43,Basic
2112,34,Premium
2113,61,Premium
2114,40,Basic
2115,23,Basic
2116,19,Basic
2117,30,Basic
2118,33,Basic
2119,33,Premium
2120,21,Basic
2121,18,Basic
2122,27,Basic
2123,18,Basic
2124,48,Premium
2125,26,Basic
2126,27,Basic
2127,21,Basic
2128,23,Basic
2129,49,Premium
2130,34,Premium
2131,44,Premium
2132,27,Premium
2133,41,Premium
2134,25,Basic
2135,50,Premium
2136,42,Premium
2137,50,Premium
2138,54,Premium
2139,42,Premium
2140,18,Basic
2141,27,Basic
2142,32,Basic
2143,18,Basic
2144,28,Basic
2145,27,Basic
2146,34,Basic
2147,31,Basic
2148,42,Premium
2149,35,Basic
2150,31,Basic
2151,27,Basic
2152,26,Premium
2153,32,Basic
2154,51,Premium
2155,35,Premium
2156,55,Premium
2157,31,Premium
2158,54,Premium
2159,42,Premium
2160,54,Premium
2161,58,Premium
2162,49,Premium
2163,18,Basic
2164,42,Premium
2165,34,Premium
2166,36,Premium
2167,25,Basic
2168,43,Premium
2169,50,Premium
2170,38,Premium
2171,29,Basic
2172,41,Premium
2173,28,Basic
2174,34,Basic
2175,44,Premium
2176,50,Premium
2177,22,Basic
2178,21,Basic
2179,48,Basic
2180,18,Basic
2181,35,Premium
2182,46,Premium
2183,35,Premium
2184,44,Basic
2185,40,Premium
2186,34,Basic
2187,34,Basic
2188,25,Basic
2189,47,Premium
2190,51,Basic
2191,29,Basic
2192,23,Basic
2193,57,Premium
2194,49,Premium
2195,28,Basic
2196,47,Basic
2197,33,Basic
2198,27,Basic
2199,33,Basic
2200,38,Premium
2201,62,Premium
2202,42,Premium
2203,44,Basic
2204,49,Premium
2205,41,Premium
2206,40,Premium
2207,24,Basic
2208,38,Basic
2209,40,Premium
2210,41,Premium
2211,19,Premium
2212,22,Premium
2213,44,Premium
2214,58,Basic
2215,48,Premium
2216,23,Basic
2217,50,Basic
2218,21,Basic
2219,42,Premium
2220,53,Premium
2221,28,Basic
2222,19,Basic
2223,34,Basic
2224,44,Basic
2225,53,Premium
2226,18,Premium
2227,48,Premium
2228,72,Premium
2229,51,Premium
2230,35,Premium
2231,44,Basic
2232,61,Premium
2233,19,Basic
2234,18,Basic
2235,48,Premium
2236,45,Premium
2237,45,Premium
2238,18,Basic
2239,29,Premium
2240,30,Basic
2241,30,Basic
2242,74,Premium
2243,35,Premium
2244,39,Premium
2245,64,Premium
2246,33,Premium
2247,53,Premium
2248,24,Basic
2249,54,Premium
2250,33,Basic
2251,35,Basic
2252,37,Premium
2253,50,Premium
2254,61,Premium
2255,25,Basic
2256,18,Basic
2257,30,Basic
2258,34,Premium
2259,48,Premium
2260,33,Basic
2261,49,Premium
2262,47,Premium
2263,44,Basic
2264,18,Basic
2265,31,Premium
2266,32,Premium
2267,27,Basic
2268,51,Premium
2269,32,Basic
2270,28,Basic
2271,18,Basic
2272,45,Premium
2273,48,Basic
2274,23,Basic
2275,62,Premium
2276,57,Premium
2277,32,Basic
2278,60,Premium
2279,32,Premium
2280,19,Basic
2281,46,Premium
2282,37,Premium
2283,43,Premium
2284,42,Premium
2285,53,Premium
2286,56,Premium
2287,18,Basic
2288,47,Premium
2289,70,Premium
2290,57,Premium
2291,47,Premium
2292,40,Premium
2293,21,Basic
2294,35,Premium
2295,58,Premium
2296,28,Premium
2297,23,Basic
2298,41,Premium
2299,18,Basic
2300,28,Premium
2301,38,Premium
2302,33,Basic
2303,42,Premium
2304,34,Basic
2305,18,Basic
2306,18,Basic
2307,51,Premium
2308,40,Premium
2309,36,Premium
2310,27,Basic
2311,30,Basic
2312,66,Premium
2313,18,Basic
2314,32,Premium
2315,44,Premium
2316,18,Basic
2317,18,Basic
2318,18,Basic
2319,50,Basic
2320,60,Premium
2321,30,Premium
2322,43,Basic
2323,36,Premium
2324,34,Premium
2325,45,Basic
2326,50,Premium
2327,27,Premium
2328,34,Basic
2329,42,Premium
2330,25,Premium
2331,53,Premium
2332,25,Premium
2333,52,Premium
2334,21,Basic
2335,30,Premium
2336,23,Basic
2337,34,Basic
2338,44,Premium
2339,18,Basic
2340,28,Basic
2341,21,Basic
2342,54,Premium
2343,35,Premium
2344,30,Basic
2345,52,Premium
2346,18,Basic
2347,32,Premium
2348,48,Premium
2349,25,Basic
2350,24,Basic
2351,29,Basic
2352,18,Basic
2353,36,Premium
2354,49,Premium
2355,42,Premium
2356,61,Premium
2357,42,Basic
2358,29,Basic
2359,34,Premium
2360,40,Basic
2361,35,Premium
2362,18,Basic
2363,25,Basic
2364,20,Basic
2365,24,Basic
2366,25,Basic
2367,38,Basic
2368,23,Basic
2369,20,Basic
2370,40,Premium
2371,42,Premium
2372,33,Basic
2373,36,Premium
2374,36,Premium
2375,29,Basic
2376,65,Premium
2377,31,Basic
2378,28,Basic
2379,24,Basic
2380,36,Basic
2381,58,Premium
2382,18,Basic
2383,26,Premium
2384,51,Premium
2385,44,Premium
2386,30,Basic
2387,22,Basic
2388,40,Premium
2389,43,Premium
2390,34,Basic
2391,49,Premium
2392,30,Basic
2393,47,Basic
2394,21,Basic
2395,46,Premium
2396,34,Basic
2397,40,Basic
2398,52,Premium
2399,38,Basic
2400,32,Basic
2401,27,Basic
2402,22,Basic
2403,31,Basic
2404,28,Basic
2405,80,Premium
2406,62,Premium
2407,18,Basic
2408,24,Basic
2409,56,Premium
2410,26,Basic
2411,56,Premium
2412,52,Premium
2413,18,Basic
2414,35,Premium
2415,30,Premium
2416,46,Basic
2417,18,Basic
2418,43,Premium
2419,40,Basic
2420,54,Premium
2421,35,Premium
2422,31,Basic
2423,22,Basic
2424,36,Premium
2425,45,Basic
2426,33,Basic
2427,47,Premium
2428,32,Premium
2429,54,Premium
2430,35,Premium
2431,37,Premium
2432,31,Premium
2433,18,Basic
2434,36,Premium
2435,29,Basic
2436,48,Premium
2437,55,Premium
2438,31,Basic
2439,18,Basic
2440,19,Basic
2441,28,Basic
2442,26,Basic
2443,67,Premium
2444,57,Premium
2445,18,Basic
2446,53,Premium
2447,40,Basic
2448,32,Basic
2449,18,Basic
2450,18,Basic
2451,23,Basic
2452,49,Basic
2453,21,Premium
2454,21,Basic
2455,47,Basic
2456,32,Basic
2457,34,Premium
2458,43,Premium
2459,27,Basic
2460,33,Basic
2461,58,Premium
2462,31,Basic
2463,32,Basic
2464,18,Basic
2465,26,Basic
2466,22,Basic
2467,29,Basic
2468,18,Basic
2469,64,Basic
2470,43,Premium
2471,44,Premium
2472,40,Premium
2473,18,Basic
2474,29,Basic
2475,27,Premium
2476,39,Basic
2477,19,Basic
2478,21,Premium
2479,64,Premium
2480,29,Basic
2481,58,Premium
2482,23,Basic
2483,18,Basic
2484,36,Premium
2485,48,Premium
2486,32,Basic
2487,27,Basic
2488,38,Basic
2489,19,Basic
2490,18,Basic
2491,19,Basic
2492,51,Premium
2493,47,Premium
2494,19,Basic
2495,37,Premium
2496,26,Basic
2497,35,Premium
2498,40,Premium
2499,18,Premium
2500,42,Premium
