user_id,age_tier,subscription_type,movie_title,release_year,genre_tags,watch_duration_mins,user_rating_100,review_snippet
2045,18-24,Premium,Hereditary,2016,"Horror; terrifying, suspense",237,89,This was absolutely frightening could not sleep!
1431,25-34,Standard,Dune,2015,"SciFi| futuristic, space ",89,84,Absolutely fantastic performance from the lead.
2319,35-49,Premium,Blade Runner 2049,2012,"SciFi| futuristic, space ",126,44,"Not bad, but wouldn't watch it twice."
1298,18-24,Standard,Titanic,2012,Romance; romantic-comedy|,79,73,"Really superb film, highly recommend giving it a watch."
584,18-24,Basic,La La Land,2022,Romance; romantic-comedy|,41,74,Thought it was superb overall.
1659,25-34,Standard,Terminator 2,2024,Action| Thriller; explosion-heavy,117,62,"It was alright, nothing special."
1532,35-49,Basic,Little Women,2014,"Drama ; emotional, critically-acclaimed",86,72,Thought it was fantastic overall.
885,18-24,Standard,Anchorman,2016,"Comedy, lighthearted | family",126,59,Fairly average film.
1742,35-49,Standard,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",122,69,"It was alright, nothing special."
1910,18-24,Standard,Hereditary,2016,"Horror; terrifying, suspense",86,100,Properly nightmare jumping out of my seat.
548,25-34,Basic,Interstellar,2020,"SciFi| futuristic, space ",143,53,Fairly average film.
2490,18-24,Basic,Avatar,2015,"SciFi| futuristic, space ",159,82,"Really brilliant film, highly recommend giving it a watch."
2329,35-49,Basic,Arrival,2019,"SciFi| futuristic, space ",139,64,Fairly average film.
4,35-49,Basic,Inception,2017,"SciFi| futuristic, space ",120,81,"Really smashing film, highly recommend giving it a watch."
719,18-24,Basic,The Act of Killing,2024,"Documentary| real-world, informative",75,71,"Really marvellous film, highly recommend giving it a watch."
296,35-49,Standard,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",79,85,Absolutely fantastic performance from the lead.
1385,35-49,Standard,Spirited Away,2022,"Animation, kids, family ",104,62,Fairly average film.
741,35-49,Standard,Interstellar,2020,"SciFi| futuristic, space ",109,73,"Really superb film, highly recommend giving it a watch."
1796,35-49,Standard,Superbad,2011,"Comedy, lighthearted | family",99,60,"Not bad, but wouldn't watch it twice."
1866,50+,Premium,Gladiator,2016,Action| Thriller; explosion-heavy,127,100,Thought it was superb overall.
1610,18-24,Standard,The Dark Knight,2013,Action| Thriller; explosion-heavy,88,64,"Not bad, but wouldn't watch it twice."
2491,18-24,Basic,Little Women,2014,"Drama ; emotional, critically-acclaimed",119,70,Fairly average film.
6,35-49,Standard,The Shining,2010,"Horror; terrifying, suspense",141,90,Properly horrific jumping out of my seat.
1483,35-49,Premium,Dune,2015,"SciFi| futuristic, space ",71,81,"Really spot-on film, highly recommend giving it a watch."
1880,50+,Premium,Blade Runner 2049,2012,"SciFi| futuristic, space ",91,59,"Not bad, but wouldn't watch it twice."
2401,25-34,Basic,Little Women,2014,"Drama ; emotional, critically-acclaimed",103,50,"Not bad, but wouldn't watch it twice."
1120,25-34,Standard,Inception,2017,"SciFi| futuristic, space ",127,64,Fairly average film.
262,50+,Standard,Toy Story,2019,"Animation, kids, family ",88,87,Absolutely lovely performance from the lead.
474,25-34,Standard,Terminator 2,2024,Action| Thriller; explosion-heavy,148,64,"Not bad, but wouldn't watch it twice."
2171,25-34,Standard,Superbad,2011,"Comedy, lighthearted | family",128,79,"Really brilliant film, highly recommend giving it a watch."
2344,25-34,Premium,Jurassic Park,2018,"SciFi| futuristic, space ",121,38,I thought the plot was shocking to be fair.
1201,18-24,Basic,Blade Runner 2049,2012,"SciFi| futuristic, space ",145,74,Thought it was lovely overall.
740,35-49,Basic,Mad Max: Fury Road,2014,Action| Thriller; explosion-heavy,125,100,Absolutely brilliant performance from the lead.
2499,18-24,Standard,Alien,2017,"Horror; terrifying, suspense",172,50,"Not genuinely scary at all, bits of it were just rubbish"
1530,35-49,Basic,La La Land,2022,Romance; romantic-comedy|,79,82,Thought it was superb overall.
1715,35-49,Premium,Avatar,2015,"SciFi| futuristic, space ",69,57,Fairly average film.
481,18-24,Standard,Free Solo,2023,"Documentary| real-world, informative",139,66,Fairly average film.
1582,25-34,Standard,Moonlight,2015,"Drama ; emotional, critically-acclaimed",106,51,"It was alright, nothing special."
835,18-24,Basic,Mean Girls,2016,"Comedy, lighthearted | family",95,54,"Not bad, but wouldn't watch it twice."
296,35-49,Standard,Schindler's List,2011,"Drama ; emotional, critically-acclaimed",85,99,Absolutely fantastic performance from the lead.
2425,35-49,Premium,Spirited Away,2022,"Animation, kids, family ",115,63,"It was alright, nothing special."
2194,35-49,Standard,Little Women,2014,"Drama ; emotional, critically-acclaimed",121,76,Thought it was fantastic overall.
1098,18-24,Premium,Avatar,2015,"SciFi| futuristic, space ",146,78,Absolutely cracking performance from the lead.
480,35-49,Premium,Moonlight,2015,"Drama ; emotional, critically-acclaimed",50,94,Absolutely spot-on performance from the lead.
2154,35-49,Standard,Knives Out,2025,"Comedy, lighthearted | family",119,82,"Really superb film, highly recommend giving it a watch."
1616,50+,Standard,Free Solo,2023,"Documentary| real-world, informative",86,77,Absolutely spot-on performance from the lead.
2380,35-49,Basic,Shaun of the Dead,2014,"Comedy, lighthearted | family",120,68,"Not bad, but wouldn't watch it twice."
1850,25-34,Standard,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",147,74,"Really smashing film, highly recommend giving it a watch."
884,25-34,Basic,Gladiator,2016,Action| Thriller; explosion-heavy,113,85,"Really superb film, highly recommend giving it a watch."
2100,25-34,Standard,Gladiator,2016,Action| Thriller; explosion-heavy,129,68,Fairly average film.
293,18-24,Premium,A Quiet Place,2022,"Horror; terrifying, suspense",33,49,"Not genuinely scary at all, bits of it were just abysmal"
529,18-24,Standard,Shaun of the Dead,2014,"Comedy, lighthearted | family",105,72,Absolutely lovely performance from the lead.
1383,25-34,Standard,Schindler's List,2011,"Drama ; emotional, critically-acclaimed",74,65,Fairly average film.
638,50+,Standard,Whiplash,2016,"Drama ; emotional, critically-acclaimed",97,63,"Not bad, but wouldn't watch it twice."
771,25-34,Basic,Hot Fuzz,2025,"Comedy, lighthearted | family",77,70,Fairly average film.
560,35-49,Premium,Spider-Man: Into the Spider-Verse,2015,"Animation, kids, family ",103,96,Thought it was smashing overall.
1307,35-49,Premium,Alien,2017,"Horror; terrifying, suspense",124,53,"Not genuinely scary at all, bits of it were just rubbish"
1108,25-34,Basic,March of the Penguins,2010,"Documentary| real-world, informative",123,63,"Not bad, but wouldn't watch it twice."
946,50+,Basic,Dune,2015,"SciFi| futuristic, space ",105,74,Absolutely spot-on performance from the lead.
1707,25-34,Basic,Little Women,2014,"Drama ; emotional, critically-acclaimed",78,85,Absolutely marvellous performance from the lead.
1598,18-24,Standard,Arrival,2019,"SciFi| futuristic, space ",163,97,Absolutely cracking performance from the lead.
1520,25-34,Standard,The Godfather,2020,"Drama ; emotional, critically-acclaimed",95,83,Thought it was marvellous overall.
1659,25-34,Standard,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",103,71,"Really cracking film, highly recommend giving it a watch."
1095,18-24,Basic,Avatar,2015,"SciFi| futuristic, space ",123,66,"It was alright, nothing special."
1193,35-49,Premium,La La Land,2022,Romance; romantic-comedy|,85,52,Fairly average film.
1679,35-49,Standard,The Godfather,2020,"Drama ; emotional, critically-acclaimed",56,77,Absolutely superb performance from the lead.
949,18-24,Standard,Whiplash,2016,"Drama ; emotional, critically-acclaimed",32,53,"It was alright, nothing special."
738,25-34,Standard,My Octopus Teacher,2017,"Documentary| real-world, informative",95,81,"Really lovely film, highly recommend giving it a watch."
1445,25-34,Basic,Get Out,2016,"Horror; terrifying, suspense",119,65,"Not genuinely scary at all, bits of it were just shocking"
554,25-34,Standard,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",120,80,Thought it was smashing overall.
345,35-49,Basic,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",115,66,Fairly average film.
1946,50+,Standard,The Hangover,2016,"Comedy, lighthearted | family",102,68,"It was alright, nothing special."
2009,35-49,Premium,Dune,2015,"SciFi| futuristic, space ",129,46,"It was alright, nothing special."
1548,25-34,Standard,Interstellar,2020,"SciFi| futuristic, space ",110,85,Thought it was superb overall.
613,35-49,Premium,Titanic,2012,Romance; romantic-comedy|,123,71,"Really brilliant film, highly recommend giving it a watch."
2422,25-34,Basic,Spirited Away,2022,"Animation, kids, family ",96,71,"Really fantastic film, highly recommend giving it a watch."
1475,25-34,Basic,Inception,2017,"SciFi| futuristic, space ",93,64,"Not bad, but wouldn't watch it twice."
445,18-24,Premium,Alien,2017,"Horror; terrifying, suspense",86,65,"Not genuinely scary at all, bits of it were just rubbish"
2008,35-49,Basic,Inception,2017,"SciFi| futuristic, space ",106,66,"It was alright, nothing special."
1827,25-34,Premium,A Quiet Place,2022,"Horror; terrifying, suspense",90,100,Properly chilling jumping out of my seat.
524,50+,Standard,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",98,73,Absolutely marvellous performance from the lead.
477,35-49,Basic,Mean Girls,2016,"Comedy, lighthearted | family",114,76,Thought it was spot-on overall.
1337,25-34,Standard,Knives Out,2025,"Comedy, lighthearted | family",100,60,Fairly average film.
93,50+,Standard,Inception,2017,"SciFi| futuristic, space ",89,62,"Not bad, but wouldn't watch it twice."
41,25-34,Basic,Terminator 2,2024,Action| Thriller; explosion-heavy,120,88,"Really superb film, highly recommend giving it a watch."
377,35-49,Basic,Hereditary,2016,"Horror; terrifying, suspense",100,82,Properly horrific jumping out of my seat.
547,25-34,Basic,Shaun of the Dead,2014,"Comedy, lighthearted | family",133,61,Fairly average film.
862,35-49,Basic,Gladiator,2016,Action| Thriller; explosion-heavy,86,76,Absolutely superb performance from the lead.
562,18-24,Standard,Dune,2015,"SciFi| futuristic, space ",108,89,Thought it was marvellous overall.
808,50+,Standard,Get Out,2016,"Horror; terrifying, suspense",101,75,"Not genuinely scary at all, bits of it were just dire"
1265,35-49,Basic,Moonlight,2015,"Drama ; emotional, critically-acclaimed",71,54,"Not bad, but wouldn't watch it twice."
117,50+,Standard,Die Hard,2022,Action| Thriller; explosion-heavy,99,74,Thought it was brilliant overall.
414,25-34,Premium,Titanic,2012,Romance; romantic-comedy|,94,55,"It was alright, nothing special."
349,50+,Basic,Little Women,2014,"Drama ; emotional, critically-acclaimed",91,54,"It was alright, nothing special."
2499,18-24,Standard,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",81,82,"Really smashing film, highly recommend giving it a watch."
1272,25-34,Premium,Mad Max: Fury Road,2014,Action| Thriller; explosion-heavy,93,65,"It was alright, nothing special."
1132,35-49,Standard,Step Brothers,2024,"Comedy, lighthearted | family",72,57,"It was alright, nothing special."
1594,25-34,Standard,Avatar,2015,"SciFi| futuristic, space ",93,66,"Not bad, but wouldn't watch it twice."
593,35-49,Standard,Shaun of the Dead,2014,"Comedy, lighthearted | family",151,67,"It was alright, nothing special."
2001,35-49,Basic,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",96,70,"Not bad, but wouldn't watch it twice."
173,35-49,Basic,Jurassic Park,2018,"SciFi| futuristic, space ",112,97,"Really smashing film, highly recommend giving it a watch."
523,35-49,Premium,March of the Penguins,2010,"Documentary| real-world, informative",45,88,Thought it was superb overall.
1785,25-34,Basic,Shaun of the Dead,2014,"Comedy, lighthearted | family",121,69,"Not bad, but wouldn't watch it twice."
1073,18-24,Standard,Superbad,2011,"Comedy, lighthearted | family",187,37,Honestly quite shocking and a bit of a let-down.
1087,18-24,Premium,Anchorman,2016,"Comedy, lighthearted | family",115,58,"Not bad, but wouldn't watch it twice."
1353,50+,Basic,Bridesmaids,2017,"Comedy, lighthearted | family",118,80,Thought it was superb overall.
308,35-49,Basic,Mad Max: Fury Road,2014,Action| Thriller; explosion-heavy,110,96,Thought it was brilliant overall.
1296,25-34,Standard,Superbad,2011,"Comedy, lighthearted | family",130,94,"Really superb film, highly recommend giving it a watch."
134,25-34,Standard,March of the Penguins,2010,"Documentary| real-world, informative",132,70,Fairly average film.
1048,25-34,Basic,March of the Penguins,2010,"Documentary| real-world, informative",84,68,"Not bad, but wouldn't watch it twice."
1365,18-24,Standard,Hot Fuzz,2025,"Comedy, lighthearted | family",104,55,"It was alright, nothing special."
2386,25-34,Premium,Little Women,2014,"Drama ; emotional, critically-acclaimed",80,67,"It was alright, nothing special."
1663,35-49,Basic,The Godfather,2020,"Drama ; emotional, critically-acclaimed",163,68,"It was alright, nothing special."
1967,50+,Standard,Little Women,2014,"Drama ; emotional, critically-acclaimed",101,67,"It was alright, nothing special."
1286,35-49,Premium,Hereditary,2016,"Horror; terrifying, suspense",72,95,"A horrific film, thoroughly gripping."
1445,25-34,Basic,Step Brothers,2024,"Comedy, lighthearted | family",99,71,Thought it was lovely overall.
1925,25-34,Standard,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",77,100,"Really spot-on film, highly recommend giving it a watch."
962,18-24,Standard,Gladiator,2016,Action| Thriller; explosion-heavy,136,55,"It was alright, nothing special."
1615,35-49,Basic,Get Out,2016,"Horror; terrifying, suspense",74,75,"Not genuinely scary at all, bits of it were just poor"
1056,18-24,Standard,Hereditary,2016,"Horror; terrifying, suspense",136,69,"Not genuinely scary at all, bits of it were just rubbish"
2483,18-24,Standard,Mean Girls,2016,"Comedy, lighthearted | family",28,61,Fairly average film.
166,35-49,Premium,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",106,72,"Really superb film, highly recommend giving it a watch."
1412,35-49,Basic,My Octopus Teacher,2017,"Documentary| real-world, informative",112,100,"Really marvellous film, highly recommend giving it a watch."
2468,18-24,Premium,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",85,83,Absolutely cracking performance from the lead.
1398,18-24,Standard,The Godfather,2020,"Drama ; emotional, critically-acclaimed",133,60,"Not bad, but wouldn't watch it twice."
2494,18-24,Basic,Mean Girls,2016,"Comedy, lighthearted | family",90,74,"Really cracking film, highly recommend giving it a watch."
1307,35-49,Premium,Blade Runner 2049,2012,"SciFi| futuristic, space ",92,76,Absolutely smashing performance from the lead.
2265,25-34,Basic,Avatar,2015,"SciFi| futuristic, space ",82,80,Thought it was smashing overall.
1968,25-34,Standard,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",61,54,Fairly average film.
600,18-24,Standard,The Godfather,2020,"Drama ; emotional, critically-acclaimed",84,62,"Not bad, but wouldn't watch it twice."
1864,35-49,Basic,The Matrix,2021,"SciFi| futuristic, space ",106,78,"Really lovely film, highly recommend giving it a watch."
1496,25-34,Standard,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",107,63,"It was alright, nothing special."
1672,25-34,Basic,Spirited Away,2022,"Animation, kids, family ",133,79,"Really spot-on film, highly recommend giving it a watch."
212,35-49,Standard,Anchorman,2016,"Comedy, lighthearted | family",126,78,Absolutely superb performance from the lead.
1921,35-49,Basic,Step Brothers,2024,"Comedy, lighthearted | family",90,62,Fairly average film.
1671,35-49,Premium,Schindler's List,2011,"Drama ; emotional, critically-acclaimed",90,68,Fairly average film.
1677,25-34,Standard,Anchorman,2016,"Comedy, lighthearted | family",141,72,Thought it was brilliant overall.
368,18-24,Basic,Spider-Man: Into the Spider-Verse,2015,"Animation, kids, family ",77,67,"Not bad, but wouldn't watch it twice."
2277,25-34,Premium,My Octopus Teacher,2017,"Documentary| real-world, informative",151,80,"Really spot-on film, highly recommend giving it a watch."
2451,25-34,Standard,Hereditary,2016,"Horror; terrifying, suspense",117,67,"Not genuinely scary at all, bits of it were just dreadful"
1131,18-24,Basic,Gladiator,2016,Action| Thriller; explosion-heavy,109,74,Thought it was spot-on overall.
1749,35-49,Premium,Alien,2017,"Horror; terrifying, suspense",108,65,"Not genuinely scary at all, bits of it were just dreadful"
1129,18-24,Premium,Gladiator,2016,Action| Thriller; explosion-heavy,67,46,Fairly average film.
204,50+,Basic,The Godfather,2020,"Drama ; emotional, critically-acclaimed",99,62,"It was alright, nothing special."
2019,18-24,Basic,Moonlight,2015,"Drama ; emotional, critically-acclaimed",44,75,"Really superb film, highly recommend giving it a watch."
80,35-49,Premium,Little Women,2014,"Drama ; emotional, critically-acclaimed",88,86,Thought it was smashing overall.
2491,18-24,Basic,Little Women,2014,"Drama ; emotional, critically-acclaimed",126,80,"Really brilliant film, highly recommend giving it a watch."
37,25-34,Basic,March of the Penguins,2010,"Documentary| real-world, informative",96,43,"Not bad, but wouldn't watch it twice."
114,35-49,Basic,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",133,47,"Not bad, but wouldn't watch it twice."
1232,18-24,Basic,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",118,72,Thought it was lovely overall.
524,50+,Standard,The Dark Knight,2013,Action| Thriller; explosion-heavy,93,58,"It was alright, nothing special."
658,25-34,Standard,Hereditary,2016,"Horror; terrifying, suspense",75,73,"Not genuinely scary at all, bits of it were just appalling"
1149,25-34,Standard,The Dark Knight,2013,Action| Thriller; explosion-heavy,124,73,Absolutely cracking performance from the lead.
716,35-49,Standard,Knives Out,2025,"Comedy, lighthearted | family",155,63,Fairly average film.
78,35-49,Basic,The Dark Knight,2013,Action| Thriller; explosion-heavy,78,62,"It was alright, nothing special."
1244,18-24,Basic,Ex Machina,2021,"SciFi| futuristic, space ",121,96,Thought it was lovely overall.
133,35-49,Basic,Titanic,2012,Romance; romantic-comedy|,107,66,Fairly average film.
2471,35-49,Basic,Avatar,2015,"SciFi| futuristic, space ",111,79,Thought it was brilliant overall.
1027,35-49,Basic,Knives Out,2025,"Comedy, lighthearted | family",109,66,"Not bad, but wouldn't watch it twice."
2397,35-49,Standard,Get Out,2016,"Horror; terrifying, suspense",119,100,"A nightmare film, thoroughly gripping."
2335,25-34,Standard,Parasite,2018,"Drama ; emotional, critically-acclaimed",52,52,Fairly average film.
2412,35-49,Basic,Die Hard,2022,Action| Thriller; explosion-heavy,108,82,Absolutely fantastic performance from the lead.
1817,50+,Basic,Titanic,2012,Romance; romantic-comedy|,101,60,Fairly average film.
1310,25-34,Premium,A Quiet Place,2022,"Horror; terrifying, suspense",116,86,Properly chilling jumping out of my seat.
2388,35-49,Basic,Anchorman,2016,"Comedy, lighthearted | family",140,58,"Not bad, but wouldn't watch it twice."
286,18-24,Basic,Arrival,2019,"SciFi| futuristic, space ",70,54,"It was alright, nothing special."
949,18-24,Standard,Superbad,2011,"Comedy, lighthearted | family",208,84,"Really smashing film, highly recommend giving it a watch."
942,25-34,Standard,Moonlight,2015,"Drama ; emotional, critically-acclaimed",117,78,Absolutely marvellous performance from the lead.
251,35-49,Premium,The Martian,2015,"SciFi| futuristic, space ",126,85,Thought it was superb overall.
1455,35-49,Basic,Whiplash,2016,"Drama ; emotional, critically-acclaimed",88,63,"It was alright, nothing special."
434,50+,Basic,Terminator 2,2024,Action| Thriller; explosion-heavy,106,50,Fairly average film.
1880,50+,Premium,Inception,2017,"SciFi| futuristic, space ",93,50,"It was alright, nothing special."
1319,25-34,Standard,Inception,2017,"SciFi| futuristic, space ",103,71,Absolutely fantastic performance from the lead.
114,35-49,Basic,March of the Penguins,2010,"Documentary| real-world, informative",155,80,Thought it was spot-on overall.
1987,35-49,Standard,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",74,84,"Really superb film, highly recommend giving it a watch."
178,35-49,Standard,Get Out,2016,"Horror; terrifying, suspense",74,51,"Not genuinely scary at all, bits of it were just dreadful"
618,35-49,Basic,Gladiator,2016,Action| Thriller; explosion-heavy,101,86,Absolutely brilliant performance from the lead.
1155,18-24,Standard,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",142,57,"It was alright, nothing special."
2354,35-49,Premium,The Dark Knight,2013,Action| Thriller; explosion-heavy,101,61,Fairly average film.
682,35-49,Premium,Dune,2015,"SciFi| futuristic, space ",110,77,Thought it was brilliant overall.
1224,25-34,Basic,The Matrix,2021,"SciFi| futuristic, space ",98,49,"Not bad, but wouldn't watch it twice."
1432,35-49,Basic,Spirited Away,2022,"Animation, kids, family ",143,65,Fairly average film.
592,50+,Premium,Arrival,2019,"SciFi| futuristic, space ",100,74,Absolutely cracking performance from the lead.
49,35-49,Standard,Shaun of the Dead,2014,"Comedy, lighthearted | family",124,88,Thought it was lovely overall.
118,35-49,Standard,March of the Penguins,2010,"Documentary| real-world, informative",90,89,"Really smashing film, highly recommend giving it a watch."
2058,35-49,Basic,Die Hard,2022,Action| Thriller; explosion-heavy,110,100,Thought it was superb overall.
1603,35-49,Basic,Jurassic Park,2018,"SciFi| futuristic, space ",92,69,"Not bad, but wouldn't watch it twice."
1442,25-34,Basic,Anchorman,2016,"Comedy, lighthearted | family",65,65,"It was alright, nothing special."
911,25-34,Basic,Knives Out,2025,"Comedy, lighthearted | family",148,67,"Not bad, but wouldn't watch it twice."
1701,25-34,Premium,A Quiet Place,2022,"Horror; terrifying, suspense",126,81,"A chilling film, thoroughly gripping."
1628,35-49,Basic,The Hangover,2016,"Comedy, lighthearted | family",62,50,"It was alright, nothing special."
857,25-34,Basic,My Octopus Teacher,2017,"Documentary| real-world, informative",76,61,"It was alright, nothing special."
1468,18-24,Basic,Gladiator,2016,Action| Thriller; explosion-heavy,19,71,Thought it was marvellous overall.
2462,25-34,Standard,Die Hard,2022,Action| Thriller; explosion-heavy,142,75,Thought it was brilliant overall.
2017,25-34,Basic,The Dark Knight,2013,Action| Thriller; explosion-heavy,108,87,Thought it was spot-on overall.
106,35-49,Standard,Alien,2017,"Horror; terrifying, suspense",124,83,"A frightening film, thoroughly gripping."
1538,35-49,Standard,Ex Machina,2021,"SciFi| futuristic, space ",138,85,Absolutely marvellous performance from the lead.
1058,35-49,Basic,Whiplash,2016,"Drama ; emotional, critically-acclaimed",95,63,Fairly average film.
2090,35-49,Basic,Hot Fuzz,2025,"Comedy, lighthearted | family",101,55,"Not bad, but wouldn't watch it twice."
1284,50+,Standard,Spirited Away,2022,"Animation, kids, family ",109,75,Thought it was superb overall.
443,18-24,Basic,Alien,2017,"Horror; terrifying, suspense",57,78,Properly frightening jumping out of my seat.
1001,35-49,Standard,A Quiet Place,2022,"Horror; terrifying, suspense",102,69,"Not genuinely scary at all, bits of it were just rubbish"
146,18-24,Basic,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",121,93,Absolutely fantastic performance from the lead.
1743,35-49,Premium,The Matrix,2021,"SciFi| futuristic, space ",130,87,Thought it was superb overall.
1633,35-49,Premium,Get Out,2016,"Horror; terrifying, suspense",107,78,This was absolutely horrific could not sleep!
297,35-49,Basic,Parasite,2018,"Drama ; emotional, critically-acclaimed",111,59,"Not bad, but wouldn't watch it twice."
1825,50+,Basic,Step Brothers,2024,"Comedy, lighthearted | family",100,64,"It was alright, nothing special."
1932,35-49,Standard,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",112,61,"It was alright, nothing special."
1182,35-49,Basic,Terminator 2,2024,Action| Thriller; explosion-heavy,111,83,Thought it was marvellous overall.
1360,50+,Standard,My Octopus Teacher,2017,"Documentary| real-world, informative",93,83,"Really cracking film, highly recommend giving it a watch."
1954,35-49,Standard,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",100,59,Fairly average film.
672,35-49,Basic,A Quiet Place,2022,"Horror; terrifying, suspense",113,90,This was absolutely terrifying could not sleep!
768,35-49,Standard,Hereditary,2016,"Horror; terrifying, suspense",108,82,"A terrifying film, thoroughly gripping."
423,25-34,Basic,Die Hard,2022,Action| Thriller; explosion-heavy,84,90,"Really lovely film, highly recommend giving it a watch."
2358,25-34,Premium,Dune,2015,"SciFi| futuristic, space ",113,58,Fairly average film.
2201,50+,Basic,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",106,96,Thought it was superb overall.
434,50+,Basic,Moonlight,2015,"Drama ; emotional, critically-acclaimed",102,69,"It was alright, nothing special."
1288,25-34,Premium,Spirited Away,2022,"Animation, kids, family ",109,71,Absolutely smashing performance from the lead.
438,25-34,Standard,The Dark Knight,2013,Action| Thriller; explosion-heavy,98,70,Fairly average film.
1274,35-49,Basic,Spider-Man: Into the Spider-Verse,2015,"Animation, kids, family ",102,70,Fairly average film.
616,35-49,Basic,Ex Machina,2021,"SciFi| futuristic, space ",131,76,"Really cracking film, highly recommend giving it a watch."
2492,35-49,Standard,Superbad,2011,"Comedy, lighthearted | family",86,51,"Not bad, but wouldn't watch it twice."
685,35-49,Premium,Whiplash,2016,"Drama ; emotional, critically-acclaimed",169,64,"Not bad, but wouldn't watch it twice."
45,50+,Standard,Little Women,2014,"Drama ; emotional, critically-acclaimed",91,65,"Not bad, but wouldn't watch it twice."
1460,18-24,Basic,Blade Runner 2049,2012,"SciFi| futuristic, space ",178,74,Thought it was fantastic overall.
1654,50+,Premium,Nomadland,2023,"Drama ; emotional, critically-acclaimed",95,68,Fairly average film.
870,35-49,Standard,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",82,60,"Not bad, but wouldn't watch it twice."
900,35-49,Premium,Jurassic Park,2018,"SciFi| futuristic, space ",144,79,"Really spot-on film, highly recommend giving it a watch."
1133,25-34,Standard,Whiplash,2016,"Drama ; emotional, critically-acclaimed",80,46,"It was alright, nothing special."
612,18-24,Standard,Bridesmaids,2017,"Comedy, lighthearted | family",115,58,Fairly average film.
1290,35-49,Standard,Avatar,2015,"SciFi| futuristic, space ",102,78,Absolutely spot-on performance from the lead.
421,25-34,Basic,Step Brothers,2024,"Comedy, lighthearted | family",105,63,"It was alright, nothing special."
2156,50+,Basic,The Shining,2010,"Horror; terrifying, suspense",111,87,Properly chilling jumping out of my seat.
1932,35-49,Standard,Gladiator,2016,Action| Thriller; explosion-heavy,152,60,"It was alright, nothing special."
412,35-49,Basic,Die Hard,2022,Action| Thriller; explosion-heavy,99,93,"Really lovely film, highly recommend giving it a watch."
2256,18-24,Standard,Spider-Man: Into the Spider-Verse,2015,"Animation, kids, family ",112,65,"It was alright, nothing special."
966,35-49,Premium,Dune,2015,"SciFi| futuristic, space ",132,65,"Not bad, but wouldn't watch it twice."
1961,35-49,Standard,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",77,84,Thought it was smashing overall.
2095,35-49,Premium,Avatar,2015,"SciFi| futuristic, space ",157,96,Absolutely lovely performance from the lead.
2056,25-34,Premium,Mean Girls,2016,"Comedy, lighthearted | family",67,66,Fairly average film.
1079,35-49,Standard,Anchorman,2016,"Comedy, lighthearted | family",135,80,"Really lovely film, highly recommend giving it a watch."
2197,25-34,Basic,Hot Fuzz,2025,"Comedy, lighthearted | family",138,65,"Not bad, but wouldn't watch it twice."
693,50+,Basic,Mad Max: Fury Road,2014,Action| Thriller; explosion-heavy,95,67,"Not bad, but wouldn't watch it twice."
331,25-34,Premium,Toy Story,2019,"Animation, kids, family ",143,76,"Really spot-on film, highly recommend giving it a watch."
806,35-49,Basic,Nomadland,2023,"Drama ; emotional, critically-acclaimed",105,75,"Really spot-on film, highly recommend giving it a watch."
499,18-24,Basic,Anchorman,2016,"Comedy, lighthearted | family",150,52,Fairly average film.
2260,25-34,Basic,The Martian,2015,"SciFi| futuristic, space ",115,69,"It was alright, nothing special."
1365,18-24,Standard,Dune,2015,"SciFi| futuristic, space ",128,30,I thought the plot was rubbish to be fair.
761,18-24,Standard,Toy Story,2019,"Animation, kids, family ",99,70,"Not bad, but wouldn't watch it twice."
2120,18-24,Basic,Spirited Away,2022,"Animation, kids, family ",125,91,Absolutely marvellous performance from the lead.
1222,35-49,Standard,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",80,62,"It was alright, nothing special."
1711,18-24,Standard,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",62,63,"Not bad, but wouldn't watch it twice."
2382,18-24,Standard,Interstellar,2020,"SciFi| futuristic, space ",123,69,"Not bad, but wouldn't watch it twice."
